,summary,Impacts,Hazard,Mitigation,Adaptation,Causes,word
schnee+fall+e vergeh+en+en,28.971194286215027,-0.20707518783895978,-0.26601757107856505,-0.1961604420030607,0.11107624264080328,0.2110076372330344,schnee+fall+e vergeh+en+en
vergeh+en+en woche+n,9.903559264329418,0.10444573579131601,-1.329130450247678,-1.1972588778888822,-0.08132966339673246,0.43788678051957525,vergeh+en+en woche+n
sorgten,3.6979067180939342,-0.08207668377491839,-0.34400314375582036,-0.2121315713970247,0.009367828669666466,0.23651924836877455,sorgten
woche+n sorg+ten,3.6979067180939342,-0.08207668377491839,-0.34400314375582036,-0.2121315713970247,0.009367828669666466,0.23651924836877455,woche+n sorg+ten
Zugausfälle,3.615234356064322,0.02275173510855275,-0.32139291836636374,-0.18952134600756826,-0.045329669107321904,0.1889055634176289,Zugausfälle
sorg+ten zug+ausfall+e,3.615234356064322,0.02275173510855275,-0.32139291836636374,-0.18952134600756826,-0.045329669107321904,0.1889055634176289,sorg+ten zug+ausfall+e
Autounfälle,3.3476352416319877,-0.08243037790844344,-0.24449043462347522,-0.11261886226467964,-0.02097218481043491,0.20909792258922533,Autounfälle
zug+ausfall+e auto+unfall+e,3.3476352416319877,-0.08243037790844344,-0.24449043462347522,-0.11261886226467964,-0.02097218481043491,0.20909792258922533,zug+ausfall+e auto+unfall+e
Absagen,3.188510908817323,-0.11928405538094522,-0.19579024413816926,-0.0639186717793737,-0.016945176908053316,0.204555237990524,Absagen
auto+unfall+e absage+n,3.188510908817323,-0.11928405538094522,-0.19579024413816926,-0.0639186717793737,-0.016945176908053316,0.204555237990524,auto+unfall+e absage+n
+6798,3.108735831574253,-0.13090155547623603,-0.17045239459947442,-0.03858082224067868,-0.016999868181084028,0.19781973577190096,+6798
absage+n +6798,3.108735831574253,-0.13090155547623603,-0.17045239459947442,-0.03858082224067868,-0.016999868181084028,0.19781973577190096,absage+n +6798
+6798 chars,3.075973773330157,-0.13450432877494398,-0.15985776145160221,-0.02798618909280655,-0.017335965090704303,0.19424028522940326,+6798 chars
tot+e schnee+masse+n,12.431061011383873,0.13900080440253806,-0.2955374501199549,-0.195300100349728,-0.20379791417487625,0.19392008571733607,tot+e schnee+masse+n
schnee+masse+n japan,14.447624298535242,0.10084117529701092,-0.30588648679044617,-0.21056384908489958,-0.05770939041741233,0.13189484293106624,schnee+masse+n japan
japan warnung,12.838538174962933,0.0016360172369959615,-0.08110192312747458,0.010458392031229672,0.05210451351041128,-0.018487435860285468,japan warnung
Dach-Lawinen,16.686089974940696,-0.010562268883147007,-0.04905127774507074,0.03219665541066598,0.06668244575908903,-0.044060234763881455,Dach-Lawinen
warnung dach+-+lawine+n,16.686089974940696,-0.010562268883147007,-0.04905127774507074,0.03219665541066598,0.06668244575908903,-0.044060234763881455,warnung dach+-+lawine+n
Heftiger,40.534039865727514,-0.12018516711613225,-0.29951346862467804,-0.23943542329000517,-0.04752985614662451,0.29547151974448166,Heftiger
dach+-+lawine+n heftig+er,15.315667617508861,-0.0361716872125465,-0.06539028995618747,0.019414345221238753,0.03573968171900241,0.02264763725982925,dach+-+lawine+n heftig+er
heftig+er schnee+fall,42.97403447468196,-0.27353669355645055,-0.4602660132878308,-0.39694193425921626,-0.18956286887923537,0.5139695845156453,heftig+er schnee+fall
schnee+fall japan,19.196662285977684,0.030739093753344715,-0.42232368655883684,-0.3329155856953638,-0.04400485298543735,0.23773107003338315,schnee+fall japan
japan tod,12.962296142924268,-0.09564929975473126,-0.1644945017402993,-0.07033162499661412,0.041053672557551574,0.13187138425959796,japan tod
mindestens mensch+en,12.013114256199398,-0.11437804727595988,-0.17997477953594557,-0.08258926743940494,-0.04142022188946118,0.21893031304484628,mindestens mensch+en
mensch+en verursach+t,13.669255710687597,-0.020158479165371845,-0.33776821163529086,-0.23937688605248317,-0.11787075168542112,0.28546715811210566,mensch+en verursach+t
zudem sei,10.51955946093372,-0.06299088676311432,-0.12378279362484251,-0.02371293433699094,-0.014379438228613544,0.1259962197761354,zudem sei
sei knapp,10.429101994666285,-0.06930351732113371,-0.12901312164312267,-0.0284588747388014,-0.02399983148769561,0.14191342001436336,sei knapp
400,31.933664540627642,0.06541450298288944,0.2420632843288447,-0.14937430581008526,-0.7090201819866738,0.2858310234783034,400
knapp 400,10.43336584393591,-0.08183680273399623,-0.1424473970958483,-0.0414387242660615,-0.04139796497066782,0.17314488577797021,knapp 400
400 mensch+en,10.60068584285252,-0.10524062115519581,-0.1666215890080789,-0.06532490408342237,-0.06801633979416447,0.22332849941606514,400 mensch+en
mensch+en verletz+t,32.29685548273558,-0.014396725014259898,-0.11756209663355523,-0.05605747791881012,0.06901915439811758,0.016581207242485674,mensch+en verletz+t
werd+en teil+ten,9.525718329283889,-0.03874637103428476,-0.10682231182149503,-0.0038885226208543724,-0.021315549417663344,0.10021106886638674,werd+en teil+ten
teil+ten behörde+n,11.802579962527446,-0.08696944653221783,-0.08570908241496224,0.008980488173731515,0.03419323407197908,0.07869648487951425,teil+ten behörde+n
behörde+n mittwoch,6.6328622646900905,0.000946672155713611,-0.039246367047105275,0.0735954078859732,-0.02311550146634341,0.014043072310809568,behörde+n mittwoch
warnten,6.535744674856733,0.015155302995917571,-0.051548477277926115,0.062163546034170514,-0.041395451533863155,0.02663566586482592,warnten
sie warn+ten,6.535744674856733,0.015155302995917571,-0.051548477277926115,0.062163546034170514,-0.041395451533863155,0.02663566586482592,sie warn+ten
warn+ten zugleich,6.548982091047977,0.02448331485443994,-0.06461116736411669,0.04945340063693212,-0.05689711772461155,0.04139148523473182,warn+ten zugleich
zugleich heftig+en,6.428734950747782,0.024071329972639294,-0.07967300784969088,0.03545461669330065,-0.07362209356143914,0.06666241132439077,zugleich heftig+en
Wetterumschwung,6.287407524872918,0.006153883000967165,-0.06756459245543227,0.04788027932679474,-0.06059322857238724,0.06292534881222342,Wetterumschwung
heftig+en wetter+umschwung,6.287407524872918,0.006153883000967165,-0.06756459245543227,0.04788027932679474,-0.06059322857238724,0.06292534881222342,heftig+en wetter+umschwung
nunmehr,14.137526766091456,0.05974605486933991,-0.020337618733608388,0.05660793980921388,-0.16049674192644256,0.07022842832011869,nunmehr
wetter+umschwung nunmehr,6.11187591762852,-0.018901826346780972,-0.06013339071424775,0.05596148522196968,-0.050052616065374936,0.07032929055997261,wetter+umschwung nunmehr
wärmeren,13.50774452455953,-0.06684492112087191,-0.10492397995662302,-0.014315253998013668,0.07076091428459239,0.04289557213492359,wärmeren
nunmehr warm+er+en,6.066891374163421,-0.027224974482945193,-0.06054493128739052,0.05579103184080458,-0.04872516320109214,0.07656521156028444,nunmehr warm+er+en
warm+er+en temperat…,6.028117214899403,-0.03646092352678471,-0.06256697016486434,0.05402865998758897,-0.04837004498642675,0.08544056885419482,warm+er+en temperat…
temperat… kopier+e,5.998748879163782,-0.04714085364013458,-0.06666173480207972,0.05020912773775692,-0.04919096650161258,0.09779135366086099,temperat… kopier+e
hin+zu+füg+en heftig+er,8.248553826750006,-0.12540397807567893,-0.42768852175862204,-0.30953141321415184,-0.2530700092065705,0.45462066589291183,hin+zu+füg+en heftig+er
Behör…,5.18979191868675,-0.0758517757450924,-0.043960912831661404,0.07651639950290741,-0.045835725632589246,0.1004989744344095,Behör…
teil+ten behör…,5.18979191868675,-0.0758517757450924,-0.043960912831661404,0.07651639950290741,-0.045835725632589246,0.1004989744344095,teil+ten behör…
+1157,5.144771127063628,-0.0719254443482851,-0.03889600637776056,0.08168463250968455,-0.0437101665887517,0.09186545665743685,+1157
behör… +1157,5.144771127063628,-0.0719254443482851,-0.03889600637776056,0.08168463250968455,-0.0437101665887517,0.09186545665743685,behör… +1157
+1157 char+s,5.113907490298145,-0.06942901975015409,-0.035566022963817785,0.08509055271262607,-0.04243687376621469,0.08629807209514613,+1157 char+s
schnee+masse+n bayern,4.262463931713019,0.17178655211461197,-0.4860836168757473,-0.3542120445169517,-0.3324941146950626,0.31640293569049144,schnee+masse+n bayern
bayern katastrophe+n+winter,4.034437896687204,0.13663816704939327,-0.4311032211950393,-0.2992316488362436,-0.24640032186202435,0.277863287614052,bayern katastrophe+n+winter
katastrophe+n+winter 2006,3.8521591651923694,0.054754395861888405,-0.38487004929574337,-0.2529984769369477,-0.04114378485628078,0.19122390422936508,katastrophe+n+winter 2006
Kann,3.9622803236598485,-0.00125435309076772,-0.41305593491271736,-0.28118436255392165,0.08959264984136005,0.14350903030638776,Kann
2006 könn,3.9622803236598485,-0.00125435309076772,-0.41305593491271736,-0.28118436255392165,0.08959264984136005,0.14350903030638776,2006 könn
könn passier+en,3.798803005080858,-0.03259650492535971,-0.37092225451702787,-0.2390506821582322,-0.1503333460357024,0.3218364742665529,könn passier+en
unter massiv+er,4.090270160722537,-0.1492095745644779,-0.4448472579097533,-0.3129756855509577,-0.29184064442627206,0.4880617881972621,unter massiv+er
massiv+er schnee+last,4.9080601631730945,-0.3502244351576391,-0.6271150210288808,-0.49524344867008513,-0.4954792961658761,0.6920509147001065,massiv+er schnee+last
stürzten,8.96598646310549,0.08020299869983656,-0.3917986623077415,-0.5762850160276884,-0.6788668498742529,0.5218345334982251,stürzten
schnee+last stürz+ten,3.950239641217843,-0.153341036685528,-0.41001248180562644,-0.2781409094468309,-0.2977471190912908,0.4807800598065778,schnee+last stürz+ten
stürz+ten jahr+en,3.6250323237479147,-0.09270380622571868,-0.32409944123297896,-0.19222786887418344,-0.19232987676070445,0.36336576287448674,stürz+ten jahr+en
jahr+en bayern,3.536381773197076,-0.0817703625874354,-0.29934034255055203,-0.16746877019175618,-0.14182108089282594,0.3169283368071057,jahr+en bayern
bayern reihenweise,3.4980797385241544,-0.07981364974181976,-0.2884504078681683,-0.1565788355093725,-0.10774547617008352,0.28958184856688574,bayern reihenweise
reihenweise haus+er,3.470923816677859,-0.08610993822338221,-0.28065702418624006,-0.14878545182744446,-0.04188682743424976,0.24573962541505365,reihenweise haus+er
bekannteste,3.5923406833413885,-0.13724986492586344,-0.31504022704079376,-0.18316865468199814,0.12978410024736253,0.16007450695586517,bekannteste
der bekenn+t+est+e,3.5923406833413885,-0.13724986492586344,-0.31504022704079376,-0.18316865468199814,0.12978410024736253,0.16007450695586517,der bekenn+t+est+e
Beispiel,5.0498671862292355,0.014324772860678781,0.03656455392438249,-0.10621607760040334,-0.25896223646603983,0.19654525831882222,Beispiel
bekenn+t+est+e beispiel,3.4387021099206514,-0.10483992134128955,-0.27133034263456063,-0.13945877027576503,0.06140549593545591,0.17391009005508337,bekenn+t+est+e beispiel
Eissporthalle,3.303035902625551,-0.07662206400571286,-0.23107825212165062,-0.09920667976285502,-0.0055148755035627,0.18573335337751107,Eissporthalle
beispiel eis+sport+halle,3.303035902625551,-0.07662206400571286,-0.23107825212165062,-0.09920667976285502,-0.0055148755035627,0.18573335337751107,beispiel eis+sport+halle
eis+sport+halle bad,3.2181910204056727,-0.06380563600315002,-0.20505564285548014,-0.07318407049668449,-0.034715424865831915,0.1840726461678007,eis+sport+halle bad
Reichenhall,3.203441285412448,-0.06212239382635004,-0.20046186973702107,-0.06859029737822538,-0.03847109661670304,0.1830269755308938,Reichenhall
bad reichenhall,3.203441285412448,-0.06212239382635004,-0.20046186973702107,-0.06859029737822538,-0.03847109661670304,0.1830269755308938,bad reichenhall
wahrscheinlich,3.1534347878947133,-0.0580259192139883,-0.18472850369919908,-0.05285693134040337,-0.04781251258286985,0.17783897583985578,wahrscheinlich
wie wahrscheinlich,3.1534347878947133,-0.0580259192139883,-0.18472850369919908,-0.05285693134040337,-0.04781251258286985,0.17783897583985578,wie wahrscheinlich
Chaos,8.561463751518907,-0.13089178918474378,-0.3890662937514229,-0.27322291284855676,0.011692424649339667,0.2900819748794691,Chaos
wahrscheinlich chaos,3.206005290053934,-0.1006927289337214,-0.20126194030413397,-0.06939036794533832,-0.08736048656335814,0.2455273259672839,wahrscheinlich chaos
wiederholt,3.220418916407705,-0.10824521853652178,-0.2057476854276539,-0.07387611306885825,-0.09184623168687821,0.25595376854490787,wiederholt
chaos wieder+hol+t,3.220418916407705,-0.10824521853652178,-0.2057476854276539,-0.07387611306885825,-0.09184623168687821,0.25595376854490787,chaos wieder+hol+t
erst+en woche+n,3.3125434504014697,-0.14882151595636925,-0.23395254439876229,-0.1020809720399667,-0.11238677415648432,0.30902195045287506,erst+en woche+n
woche+n jahr+es,3.3732735789949673,-0.17182007514177453,-0.2521198973677697,-0.1202483250089741,-0.12292089938609471,0.33755537737779734,woche+n jahr+es
jahr+es 2006,3.4229817487272505,-0.18941091008665692,-0.26674826365164533,-0.13487669129284982,-0.13091292085076356,0.3587938472712514,jahr+es 2006
2006 werd+en,3.465861404433733,-0.20392563285185097,-0.2791974393839139,-0.14732586702511816,-0.13758570895924896,0.37597227617744833,2006 werd+en
werd+en groß+e,3.540354939904196,-0.22801548652080728,-0.30046322369921247,-0.16859165134041681,-0.14898821593662728,0.4038415091569704,werd+en groß+e
groß+e teil+e,3.623835960643089,-0.2536818803836463,-0.3237693585031648,-0.1918977861443692,-0.16177858538284678,0.4327086120983753,groß+e teil+e
teil+e bayern+s,3.7366152759013502,-0.28663577522217903,-0.35441643128749406,-0.22254485892869835,-0.1794180508809897,0.4685958882528218,teil+e bayern+s
Schneekatastrophe,4.908335509654706,-0.5660102353630968,-0.627171120332711,-0.49529954797391557,-0.38628158436290067,0.7228000852574834,Schneekatastrophe
bayern+s schnee+katastrophe,4.908335509654706,-0.5660102353630968,-0.627171120332711,-0.49529954797391557,-0.38628158436290067,0.7228000852574834,bayern+s schnee+katastrophe
schnee+katastrophe heim+ge+such+t,4.2654983619063955,-0.4318406974637179,-0.4867952594034607,-0.35492368704466515,-0.009701481854038744,0.4831642890629951,schnee+katastrophe heim+ge+such+t
mehr mensch+en,6.794740180404669,-0.09750659151744924,-0.030782530217216948,-0.23719533004183926,-0.5464788888827876,0.45039755359904105,mehr mensch+en
sterb+en zahlreich+e,3.548065104330685,-0.26107607303407837,-0.3026386499349763,-0.17076707757618065,-0.15359821692910183,0.4233496658827346,sterb+en zahlreich+e
Gebäude,3.5897345343814755,-0.27589404130696166,-0.3143144899814355,-0.1824429176226399,-0.19114715775944027,0.4541971645036227,Gebäude
zahlreich+e gebäude,3.5897345343814755,-0.27589404130696166,-0.3143144899814355,-0.1824429176226399,-0.19114715775944027,0.4541971645036227,zahlreich+e gebäude
gebäude stürz+ten,3.676139812534259,-0.30189932695196403,-0.3380994737179456,-0.2062279013591499,-0.2300262796936793,0.49325039847777363,gebäude stürz+ten
stürz+ten schnee+last,4.74497530906853,-0.562190253856283,-0.5933224645501963,-0.4614508921914007,-0.5132446906597922,0.7509907650083264,stürz+ten schnee+last
tausende,3.6552695555220445,-0.3053328789638659,-0.3324060763533117,-0.20053450399451597,-0.2703611943253724,0.5105716816989392,tausende
schnee+last tausend+e,3.6552695555220445,-0.3053328789638659,-0.3324060763533117,-0.20053450399451597,-0.2703611943253724,0.5105716816989392,schnee+last tausend+e
+6374,3.433239461394872,-0.2458352138007425,-0.26974050092251944,-0.1378689285637238,-0.21990046902407767,0.4362613880651822,+6374
tausend+e +6374,3.433239461394872,-0.2458352138007425,-0.26974050092251944,-0.1378689285637238,-0.21990046902407767,0.4362613880651822,tausend+e +6374
+6374 chars,3.367127998833721,-0.2278160010215645,-0.2502963912181099,-0.11842481885931434,-0.20552116284541794,0.41196408059179057,+6374 chars
Viel,8.554351003776606,-0.3848521032459026,-0.2952417721426821,-0.18234854936154263,-0.10953233843176598,0.4546149009249294,Viel
viel schnee,4.761819265551671,-0.857718577342671,-0.5968660299394598,-0.46499445758066427,-0.598365123747488,0.8347748331356686,viel schnee
Oberkärnten,5.093446123537792,-0.9250434229720561,-0.664190875568845,-0.5323193032100494,-0.3184179875335732,0.7852389818203258,Oberkärnten
